,Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
1116,2017-03-07,Data Resolve,IT,Cyber Security Solutions,Noida,idfc parampara early stage opportunities fund,Private Equity,1000000.0,https://dataresolve.com/
1117,2017-03-07,Zapr,IT,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,star india pvt ltd,Private Equity,10000000.0,http://www.zapr.in/
1118,2017-03-07,Agrostar,IT,Direct-to-Farmer Mobile-Based Retail platform,Pune,accel partners,Private Equity,10000000.0,http://agrostar.in/
1119,2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"aneesh seth, tushar mittal",Seed Funding,150000.0,
1120,2017-03-06,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,atul nishar,Seed Funding,1200000.0,https://www.juno.clinic/
1121,2017-03-06,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,sidbi venture capital fund,Private Equity,1790000.0,
1122,2017-03-04,iGenetics,HealthTech,Health Diagnostic Solutions,Mumbai,cdc group plc,Private Equity,19500000.0,http://igenetic.com/
1123,2017-03-03,Oho Shop,IT,eCommerce Mobile App Builder,Ahmedabad,"bennett, coleman and company ltd",Private Equity,6700000.0,https://www.ohoshop.in/
1124,2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"chandigarh angels network, social alpha and other unnamed angel investors",Seed Funding,2000000.0,https://www.letsendorse.com/
1125,2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"sandeep aggarwal, gautam chhaochharia, r balachandar",Seed Funding,2000000.0,http://www.nactus.com/
1126,2017-03-03,Tydy,IT,Employee Onboarding and Engagement platform,Bangalore,"bhupen shah, jayesh parekh, sanjay sathe",Seed Funding,275000.0,https://www.tydy.co/
1127,2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,undisclosed angel investors,Seed Funding,2000000.0,
1128,2017-03-03,Paytm Marketplace,Ecommerce,ECommerce Marketplace,Bangalore,alibaba,Private Equity,200000000.0,http://paytm.com
1129,2017-03-02,Karomi,IT,Packaging Artwork Management software,Chennai,ideaspring capital,Seed Funding,500000.0,http://www.karomi.com/
1130,2017-03-02,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"ventureast, endiya partners, eight roads ventures, f-prime capital partners",Private Equity,1500000.0,
1131,2017-03-02,Kreate Konnect,IT,End-to-End Seller e-commerce solutions Provider,Vadodara,langoor,Seed Funding,2000000.0,http://kreatekonnect.com/
1132,2017-03-02,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,quona capital,Private Equity,7600000.0,https://www.creditmantri.com/
1133,2017-03-02,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,lightspeed venture partners,Private Equity,2500000.0,https://www.redcarpetup.com/
1134,2017-03-01,Paalak,Ecommerce,Fresh Produce Selling portal,New Delhi,"vishwadeep bajaj, harsh kundra, nandkumar rane, ln buddharaju, anupam tyagi",Seed Funding,2000000.0,
1135,2017-03-01,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"calcutta angels network (can), augment ventures",Seed Funding,2000000.0,https://www.seenit.in/
1136,2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bangalore,sequoia capital india,Private Equity,10000000.0,http://Belong.co
1137,2017-03-01,Ola,Consumer Internet,App based cab aggregator,Bangalore,softbank group corp,Private Equity,330000000.0,https://www.olacabs.com/
1138,2017-02-28,Blackbuck,Logistics,Online freight aggregator,Bangalore,"sands capital, ifc, accel partners, flipkart, sanjiv rangrass",Private Equity,70000000.0,https://www.blackbuck.com/
1139,2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,New Delhi,"brand capital, paragon trust",Private Equity,1000000.0,http://neostencil.com/
1141,2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"chandigarh angels, ashish gupta, rohit, ashish chand, sunil singh & others",Seed Funding,375000.0,http://www.biryanibykilo.com/
1142,2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,ishan manaktala,Seed Funding,2000000.0,http://www.stayabode.com/
1143,2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,Noida,"pankaj rungta, yogesh agarwal",Seed Funding,2000000.0,
1144,2017-02-23,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"kunal shah, sandeep tandon, nitin saluja, gagan goyal",Seed Funding,2000000.0,http://letsreap.com/index.html
1145,2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,New Delhi,"indian angel network (ian), beenext, the chennai angels, sunil munjal",Private Equity,1100000.0,http://www.getmyparking.com/
1146,2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bangalore,facebook fbstart,Seed Funding,40000.0,https://vebbler.com/
1147,2017-02-21,True Balance,Consumer Internet,Mobile balance Checking App,Gurgaon,"softbank ventures korea, imm investment",Private Equity,15000000.0,http://truebalance.io/
1148,2017-02-20,Flipkart,Ecommerce,Online Marketplace,Bangalore,"bennett, coleman and co. ltd (bccl)",Private Equity,38700000.0,https://www.flipkart.com
1149,2017-02-18,Blood n Care,Consumer Internet,First Aid care app,Gurgaon,facebook fbstart,Seed Funding,40000.0,
1150,2017-02-17,Urban Ladder,Ecommerce,Online Furniture Store,Bangalore,"kalaari capital, saif partners, steadview capital, sequoia capital",Private Equity,15200000.0,https://www.urbanladder.com/
1151,2017-02-17,Imaginate,IT,AR & VR platform,Hyderabad,sri capital,Seed Funding,500000.0,http://www.imaginate.in/
1152,2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bangalore,"aprameya radhakrishna, deepak natraj, girish mathrubootham, mahesh murthy, pallav nadhani, pavan ongole, sandeep mathur, vijay shekhar sharma & others",Seed Funding,400000.0,https://the-ken.com/
1153,2017-02-17,Aisle,Consumer Internet,Online match-making app,Bangalore,"konglo ventures, white unicorn ventures, letsventure",Seed Funding,2000000.0,https://www.aisle.co/#/home
1154,2017-02-17,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,bookmyshow,Private Equity,2000000.0,https://www.townscript.com/
1155,2017-02-17,Leopetra,Ecommerce,Solution provider for pet needs,Mumbai,facebook fbstart,Seed Funding,40000.0,http://leopetra.com/
1156,2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,shunwei capital,Private Equity,3000000.0,http://www.truebil.com/
1157,2017-02-16,YourStory,Consumer Internet,Online Media,Bangalore,"kalaari capital partners, qualcomm, 3one4 capital advisors, uc-rnt",Private Equity,3000000.0,http://www.yourstory.com
1158,2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,"vijay shekhar sharma, rajan anandan, kunal shah, girish mathrubootham, punit soni, anand chandrasekaran, sunil kalra, utsav somani, vishal gondal, vikram limaye",Seed Funding,2000000.0,https://innov8.work/
1159,2017-02-15,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bangalore,"payu, ribbit capital, omidyar network",Private Equity,6500000.0,https://zestmoney.in/
1160,2017-02-15,AirZaar,IT,Drone operations management platform,Missourie,quake capital,Seed Funding,350000.0,
1161,2017-02-14,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"mahalingam k, girish mathrubootham",Seed Funding,300000.0,https://gobumpr.com/
1162,2017-02-14,Connaizen,IT,Data Analytics platform,New Delhi,vikram sud,Seed Funding,2000000.0,http://www.connaizen.com/
1163,2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,infibeam,Private Equity,22400000.0,http://www.CCAvenue.com
1164,2017-02-13,Fyle,IT,Expense Management Solution,Bangalore,pravega ventures,Seed Funding,400000.0,http://www.fyle.in/#/main
1165,2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,anil jain & other hnis,Private Equity,3200000.0,http://www.wassupondemand.com/
1166,2017-02-13,Sigtuple,IT,Medical Automation platform,Bangalore,"accel partners, idg ventures, endiya partners, pi ventures, vh capital, axilor partners",Private Equity,5800000.0,https://www.sigtuple.com/
1167,2017-02-13,Flutura,IT,Decision Sciences Analytics Solutions,Bangalore,"vertex ventures, lumis partners",Private Equity,7500000.0,https://www.flutura.com/
1168,2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,New Delhi,mohit joshi & others,Seed Funding,330000.0,https://nurturey.com/
1169,2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,Gurgaon,"kleiner perkins, goldman sachs, pine brook",Private Equity,15000000.0,https://better.com/
1170,2017-02-10,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,thinqbate,Seed Funding,2000000.0,https://www.redesyn.com/
1171,2017-02-10,48East,Ecommerce,Online Food Delivery Platform,Bangalore,al dhaheri family,Private Equity,500000.0,https://fortyeighteast.com/
1172,2017-02-09,1Crowd,Fintech,Startup Crowd-funding platform,Mumbai,ganesh natarajan,Seed Funding,2000000.0,https://www.1crowd.co/
1173,2017-02-09,Voonik,Ecommerce,Women Apparel & Lifestyle etailer,Bangalore,"rb investments, sequoia capital",Private Equity,6000000.0,https://www.voonik.com/
1174,2017-02-09,Wooplr,Ecommerce,Women Fashion Portal,Bangalore,"sistema asia fund, amereus group, helion ventures",Private Equity,8000000.0,https://www.wooplr.com/
1175,2017-02-08,Edurev,Consumer Internet,Online Education Portal,Gurgaon,facebook fb start programme,Seed Funding,40000.0,https://edurev.in/
1176,2017-02-08,Zenatix,IT,IoT Based Energy Monitoring & Control,Gurgaon,"pi ventures, blume ventures",Private Equity,1200000.0,https://zenatix.com/
1177,2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,earlsfield capital,Seed Funding,1000000.0,https://www.wandertrails.com/
1178,2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,temasek holdings,Private Equity,55000000.0,http://CarTrade.com
1179,2017-02-08,MindYourFleet,IT,Car Rental Software Solutions,Noida,"japan vyas, tarun adlakha",Seed Funding,2000000.0,http://mindyourfleet.com/
1180,2017-02-07,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"rb investments, saif partners, bessemer venture partners",Private Equity,10000000.0,http://traveltriangle.com/
1181,2017-02-07,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"batlivala & karani securities, venture works",Seed Funding,450000.0,https://www.theinnerhour.com/
1182,2017-02-06,iManageMyHotel,IT,Hotel Management Solution,Kolkata,jaarvis accelerator,Seed Funding,2000000.0,http://www.imanagemyhotel.com/
1183,2017-02-06,Capital Float,Consumer Internet,Online lending platform,Bangalore,ifmr capital finance,Private Equity,2500000.0,https://www.capitalfloat.com/
1184,2017-02-03,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"satya d sinha, gyanendra singh",Seed Funding,2000000.0,http://Stockroom.io
1186,2017-01-31,Register My Marriage,Consumer Internet,Online Marriage Registration services,New Delhi,mumbai angels,Seed Funding,2000000.0,http://registermymarriage.com/
1188,2017-01-30,YOLO Health,Consumer Internet,Online Healthcare platform,Mumbai,chandigarh angels network (can),Seed Funding,2000000.0,https://yolohealth.in/
1189,2017-01-30,Maptags,Consumer Internet,Smart Online address tags,Bangalore,the ten minute million,Seed Funding,18000.0,
1190,2017-01-30,FabX,Ecommerce,Used Furniture Marketplace,Mumbai,the ten minute million,Seed Funding,68000.0,
1191,2017-01-30,Cloudrino,IT,Cloud based Virtual Servers,New Delhi,the ten minute million,Seed Funding,22500.0,https://cloudrino.net/
1192,2017-01-30,Intuit Things,IT,IoT solutions for home automation applications,Mumbai,sanjay mehta & others ( the ten minute million),Seed Funding,106000.0,https://intuitthings.com/
1193,2017-01-26,Kochi Post,Consumer Internet,English Online News portal,Kochi,"rajesh yohannan, puthen & cole",Seed Funding,2000000.0,http://www.kochipost.com/
1194,2017-01-26,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,brand capital,Private Equity,1400000.0,http://www.airmedlabs.com/
1195,2017-01-26,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,v aanand r,Seed Funding,300000.0,
1196,2017-01-25,LoyaltyPrime,IT,Loyalty program management solutions,New Delhi,"senovo, unternehmertum venture capital, alexander bruehl",Private Equity,2000000.0,http://www.loyaltyprime.com/
1197,2017-01-25,RML Agtech,IT,Agri Decision Support Solution for farmers,Pune,ivycap ventures,Private Equity,4000000.0,
1198,2017-01-25,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"sharad sharma, rajan anandan,  amit ranjan, alok mittal & others",Seed Funding,2000000.0,https://www.wishberry.in/
1199,2017-01-25,InstaSafe,IT,Security-as-a-Service solution provider,Bangalore,abm knowledgeware,Private Equity,2200000.0,https://instasafe.com/
1200,2017-01-25,Infibeam,Ecommerce,eCommerce Marketplace,Ahmedabad,"bennett, coleman and company ltd",Private Equity,8800000.0,
1201,2017-01-24,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bangalore,"gmo japan, neelesh bhatnagar",Private Equity,4000000.0,
1202,2017-01-24,SelectJobs,Consumer Internet,Online Job portal,Mumbai,india educational investment fund,Seed Funding,2000000.0,http://www.selectjobs.com/
1203,2017-01-24,BetaOut,IT,ECommerce Marketing Software,Noida,east ventures & others,Private Equity,2000000.0,https://www.betaout.com/
1204,2017-01-24,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"iron pillar and iifl, blume ventures, omidyar network",Private Equity,10000000.0,https://nowfloats.com/
1205,2017-01-24,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,indochine international,Private Equity,500000.0,https://khelnow.com/
1206,2017-01-23,ChipperSage,IT,Online learning platform,Bangalore,india educational investment fund,Seed Funding,2000000.0,http://www.thechippersage.com/
1207,2017-01-23,CueMath,IT,Maths Learning program,New Delhi,"capitalg, sequoia india",Private Equity,15000000.0,https://www.cuemath.com/
1208,2017-01-23,CRON Systems,IT,Border Intrusion Alert Solutions,New Delhi,yournest fund ii,Seed Funding,2000000.0,http://www.cronsystems.com/
1209,2017-01-23,SmartHi,IT,Audit automation Solutions,Pune,singapore based investor,Seed Funding,2000000.0,http://www.smarterhi.com/
1211,2017-01-20,Tyre Express,IT,IoT platform for Tyre Performance management & tracking,Mumbai,ivycamp ventures,Seed Funding,2000000.0,
1212,2017-01-20,Wydr,Ecommerce,B2B Wholesale Marketplace in India,Gurgaon,"bessemer venture partners, stellaris venture partners, jungle venture partners, axis capital",Private Equity,2000000.0,https://www.wydr.in/
1213,2017-01-20,Ethosh,IT,Visual and Interactive communications Solutions,Pune,deepak nathani,Seed Funding,2000000.0,http://www.ethosh.com/
1214,2017-01-20,Connaizen,IT,Data Analytics platform,New Delhi,umang moondra,Seed Funding,2000000.0,http://www.connaizen.com/
1215,2017-01-19,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,sd group,Private Equity,2000000.0,
1216,2017-01-19,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,singularity ventures,Private Equity,1000000.0,http://weddingz.in/
1217,2017-01-19,PParke,Consumer Internet,Parking Solutions mobile app,Bangalore,sb ventures,Seed Funding,2000000.0,https://www.pparke.in/
1218,2017-01-19,Native Special,Ecommerce,Indian Sweets & Snacks etailer,Karur,"indian angel network, native angels network",Seed Funding,2000000.0,https://nativespecial.com/
1219,2017-01-18,Direct Create,Ecommerce,B2B Marketplace for Handicrafts,Gurgaon,rajasthan venture capital fund,Seed Funding,2000000.0,
1220,2017-01-18,Vahdam Teas,Ecommerce,Online Tea etailer,New Delhi,"mumbai angels network, fireside ventures, singapore angel network",Seed Funding,650000.0,https://www.vahdamteas.com/
1222,2017-01-18,Kratikal,IT,Cyber Security Solution provider,New Delhi,"amajit gupta, praveen dubey, j.p. bhatt",Seed Funding,2000000.0,
1223,2017-01-17,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"menterra social impact fund, unitus seed fund",Private Equity,800000.0,http://www.curiositi.in/
1224,2017-01-17,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"tencent,  ru-net, rsi fund, thrive capital",Private Equity,55000000.0,https://www.practo.com/
1226,2017-01-17,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"ajith nair, anish k",Seed Funding,147000.0,
1227,2017-01-17,TinyStep,Consumer Internet,Parenting Info & Social Network,Bangalore,flipkart,Private Equity,2000000.0,https://www.tinystep.in/
1228,2017-01-17,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,india quotient and others,Seed Funding,441000.0,https://www.ketchupp.in/home
